Date,Event,Link,Sort Number,Entry ID
25/08/2022,Extrajudicial notices from Felix Bitzios to 1) Efimerida ton Syntakton and Reporters United & 2) S. Kouloglou and tvxs.,https://linkmix.co/11357499,44798,c2dd0758
25/08/2022,Rally concerning the wiretapping at Syntagma Square by 17 left-wing organisations.,https://prin.gr/2022/08/syllalhthrio-ypoklopes-25-8/,44798,97e68c52
26/08/2022,"Pre-Agenda Discussion on the surveillance by the Greek Intelligence Service (EYP), which reports to the Prime Minister, of his political opponents and journalists.",https://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias?sessionRecord=6629be0c-834c-43a4-ae17-aefd01339b7b,44799,d71289ab
27/8/2022,"New Democracy MP and member of the Parliament's Committee on Institutions and Transparency, Kostas Tzavaras, states: ""[the case is] very serious, as it concerns the functioning of the political system (...) people demand to know the truth and the Prime Minister has said that we will all fight for all aspects of this case to come to light. (...) I participate in the Committee and will seek to ensure that this case is covered with abundant light""",https://www.news247.gr/politiki/tzavaras-gia-ypoklopes-para-poly-sovari-ypothesi-prepei-na-erthoyn-tekmiriomenes-apantiseis.9736873.html,44800,cc5106ca
29/08/2022,"Press Release from the Authority for Communication Security and Privacy (ADAE) announcing the conduct of inspections in the immediate future at the following services: Greek Intelligence Service (EYP), Special Crimes of Violence Unit of the Hellenic Police (DAEEV), and Information Management and Analysis Directorate of the Hellenic Police (DIDAP).",http://www.adae.gr/nomothetiko-plaisio/leptomereies/article/b-deltio-typoy-tis-adae-29082022-b/,44802,666f46b8
29/08/2022,"G. Gerapetritis on SKAI 100.3: ""We don't know the reasons for Androulakis's surveillance, but obviously no evidence emerged"" (timestamp 20:37-21:44)",https://www.youtube.com/watch?v=0vXkqihslqI,44802,0757ff51
29/08/2022,Special agenda of the parliamentary plenary. The PASOK-KINAL proposal for the establishment of a Parliamentary Committee of Inquiry into the case of violation of communication privacy of the President of PASOK-Movement for Change and MEP N. Androulakis is accepted by the entire opposition (except for the absent Kouroumblis). Present from New Democracy.,https://www.hellenicparliament.gr/UserFiles/a08fc2dd-61a9-4a83-b09a-09f4c564609d/20220829001457_1.docx,44802,c3f36d62
29/08/2022,20th session of the Athens Municipal Council. The proposal by P. Geroulanos to include on the agenda his recently submitted draft resolution condemning the surveillance of PASOK President Nikos Androulakis is voted down by K. Bakoyannis's faction. The left-wing opposition factions walk out. (timestamp 2:24:20-2:35:12),https://linkmix.co/11365397,44802,8785c6f3
29/08/2022,The Parliament approves Androulakis's proposal for the establishment of a committee of inquiry into the surveillance.,https://www.kathimerini.gr/politics/562017874/parakoloythiseis-egkrithike-me-142-nai-i-protasi-toy-pasok-gia-exetastiki-epitropi/,44802,af6ed5df
30/08/2022,"According to an article in Efimerida ton Syntakton, an operation to destroy documents and evidence is underway at the Greek Intelligence Service (EYP) and KETIAK since the moment the Authority for Communication Security and Privacy (ADAE) announced it would conduct inspections. SYRIZA sends a delegation, which goes to EYP to request an immediate meeting with the new Director of EYP, Mr. Demiris, for explanations.",https://linkmix.co/11352911,44803,b05817f2
30/08/2022,The PEGA Committee announces that it will hold an exchange of views on Greece and spyware next week (8/9/2022),https://twitter.com/Europarl_EL/status/1564915240407633920,44803,90419285
31/08/2022,Interview of N. Androulakis on SKAI 100.3. Allegation of surveillance with the ultimate aim of blackmail. (7:10-7:26) Announcement of appeal to the European Court of Human Rights (10:12-10:18),https://linkmix.co/11366908,44804,21eb0c6c
31/08/2022,"Statement by Tsipras after his visit to ADAE: ""ADAE must immediately investigate whether and how many other MPs and MEPs are under surveillance.""",https://www.syriza.gr/article/id/132293/Al.-Tsipras:-Na-kanei-amesa-ereyna-h-ADAE-gia-to-an-kai-posoi-akoma-boyleytes-kai-eyrwboyleytes-parakoloythoyntai.html#,44804,303b9ecc
31/8/2022,"Inside Story publishes a detailed report on the composition of Intellexa and Krikel. On the same day, Intellexa fires all its staff, a total of 18 people, except for the HR manager who leaves ten days later.",https://linkmix.co/12427344,44804,04217a2b
01/09/2022,"Meeting of the Institutions and Transparency Committee with agenda item: Hearing of non-parliamentary persons, following relevant requests by Committee Member MPs, in accordance with Article 41A of the Rules of Parliament. Leaks: 1) Following the differentiation of Kostas Tzavaras, group hearings are decided. The first included former EYP directors Panagiotis Kontoleon, Yiannis Roubatis (EYP director under SYRIZA) and Thodoros Dravillas (EYP director under Samaras), while Grigoris Dimitriadis was also included. The second group consisted of current EYP director Themistoklis Demiris, Minister of State Giorgos Gerapetritis, Christos Rammos (head of ADAE), the competent prosecutor for EYP, Vasiliki Vlachou, and Kostas Tzavellas (Appeals Prosecutor, responsible for Counter-Terrorism under SYRIZA) 2) G. Roubatis: ""No surveillance of politicians under SYRIZA—The mobile phone provider is responsible for the surveillance of the KKE telephone centre"" 3) P. Kontoleon: ""Never were the Prime Minister or his office informed about decisions to lift communication confidentiality—Briefings were given with official memos on investigation results only if deemed necessary"" 4) G. Dimitriadis: Admitted he knows Yiannis Lavranos (Krikel). However, he denied knowing the other businessman, Felix Bitsios (Intellexa). 5) Tzavellas: ""The duty of confidentiality applies"" 6) Vlachou (regarding the check preceding a lifting of confidentiality and what information becomes known to her): ""I requested that every necessary element be submitted. The request has six official signatures. If they are not satisfied, I reject. There is substantive control. About 140 requests to lift confidentiality have been rejected."" 7) Ch. Rammos: ""The surveillance of Androulakis did not become known through the Service, but through the mobile phone provider."" 8) I. Demiris: ""I have informed the Prime Minister about lawful intercepts"" 9) Kontoleon-Dimitriadis-Vlachou: Invocation of confidentiality. It remains unknown what the reasons were for the surveillance of Koukakis-Androulakis, whether their files have been destroyed or not, and how many and which politicians were under surveillance. 10) Roubatis-Rammos-Tzavaras: ""Confidentiality cannot be invoked in the Institutions and Transparency Committee""",https://linkmix.co/11410329,44805,7d824505
01/09/2022,Attica Regional Council: Resolution—condemnation of the government on the wiretapping issue (48 in favour,https://www.aftodioikisi.gr/ota/perifereies/pesy-attikis-psifisma-katadiki-tis-kyvernisis-gia-to-zitima-ton-ypoklopon/,44805,14b326d0
1/9/2022,ND MP K. Tzavaras breaks with the government line and sides with the opposition so that the persons summoned to the Institutions and Transparency Committee would be examined in two groups.,https://www.news247.gr/politiki/ypoklopes-o-tzavaras-chalase-ta-schedia-tis-nd-stin-epitropi-thesmon.9741876.html,44805,f2aededd
1/9/2022,"Konstantinos Tsouvalas is replaced as Secretary General of the Ministry of Citizen Protection by Michail Karamalakis. K. Tsouvalas held key positions when the State signed 3 contracts with Krikel: i) in 2014 he was chief of staff of the Hellenic Police (ELAS), where the TETRA system ended up after acceptance of the ""donation"" from Minister of Citizen Protection V. Kikilias; ii) in 2017 he was Chief of ELAS, when following the order of Deputy Interior Minister N. Toskas the State signed a contract with Krikel for TETRA; iii) in 2019, as Secretary General of the government, he signed a new contract with Krikel for a counter-surveillance system.",https://linkmix.co/13078361,44805,a84f40ff
02/09/2022,Xenofon Kontiadis (Professor of Public Law and Social Security Law at the Department of Public Administration of Panteion University) explains the legal reasons why invoking confidentiality before the Institutions and Transparency Committee is improper.,https://linkmix.co/11466820,44806,282abbda
04/09/2022,"Deputy Minister of Interior, Stelios Petsas, admits on Mega that G. Gerapetritis knows the reason for N. Androulakis's surveillance. (10:05-11:19)",https://www.megatv.com/2022/09/04/stelios-petsas-o-kosmos-na-perimenei-mia-diarkis-stiriksi-apo-tin-kyvernisi/,44808,6187d5fa
05/09/2022,"Kathimerini reveals 6 confidential contracts between Krikel and the Greek State, for the maintenance, renewal and expansion of the Tetra Sepura communications system of the Hellenic Police (ELAS) and the procurement of a counter-surveillance system.",https://www.kathimerini.gr/politics/562025536/parakoloythiseis-oi-exi-aporrites-symvaseis-tis-krikel/,44809,6d0f330b
05/09/2022,"Giorgos Katrougkalos (member of the Legal Affairs Committee of the Parliamentary Assembly of the Council of Europe): ""The Greek Watergate and its impact on freedoms and the rule of law were discussed. The examination of the case will continue with a summons to a hearing of those involved.""",https://linkmix.co/11468923,44809,07938784
06/09/2022,"Kostas Tzavaras publicly calls (via his article) on the President of the Committee on Institutions and Transparency to summon Kontoleontas and Dimitriadis to appear before them again, after obtaining permission from the competent minister.",https://www.ieidiseis.gr/politiki/161850/o-k-tzavaras-sto-ieidiseis-anoigei-o-dromos-gia-mia-atheati-kai-aporriti-dimokratia,44810,148d8cb2
06/09/2022,The Authority for Communication Security and Privacy (ADAE) conducts an emergency inspection at the Greek Intelligence Service (EYP) facilities.,https://www.ieidiseis.gr/parapolitika/161483/tin-triti-stin-efp-o-proedros-tis-adae-tha-dei-tous-fakelous-androulaki-kai-koukaki,44810,017b3a56
06/09/2022,"The ""Zero Hour Initiative for the Defense of Democracy and the Rule of Law"" held its first event at the Athens Journalists' Union (ESIEA), on the topic of the surveillance scandal. Speakers included Thanasis Kampagiannis (lawyer), Xenophon Kontiadis (Professor at Panteion University), Nikos Marantzidis (Professor at the University of Macedonia), Elena-Olga Christidi (psychologist at Orlando LGBT+), while Eliza Triantafyllou (Inside Story journalist) also intervened. The discussion was moderated by Athina Skoulariki (assistant professor at the University of Crete).",https://www.news247.gr/politiki/protovoylia-ora-0-diolisthainoyme-se-politikes-aytarchikis-diakyvernisis.9748048.html,44810,13248734
6/9/2022,"Dora Bakoyannis states, regarding those called to speak before the Inquiry Committee, that ""if confidentiality is violated these people will go to prison for 10 years.""",https://www.efsyn.gr/politiki/paraskinia/358254_akoystike-san-apeili-binteo,44810,0021ca8e
07/09/2022,"The inquiry committee on surveillance convened with agenda items: 1) Election of Presidium 2) Discussion of procedural matters Leaks: 1) Before the vote, PASOK-KINAL requested the formation of a cross-party presidium (with a president from ND, vice-president from PASOK and secretary from SYRIZA), on the grounds that the initiative to establish the Inquiry was the party's and because the Plenary's decision to form the Committee came under the revised constitutional provision that grants this possibility to minority parties as well. 2) All opposition parties reportedly agreed with the proposal to form a cross-party presidium. 3) However, in the secret ballot, Giannis Kefalogiannis (ND) was elected president, Anna Manni-Papadimitriou (ND) vice-president and Stathis Konstantinidis (ND) secretary. 4) ND proposed and ultimately imposed, by majority, complete secrecy in the committee's work (closed-door sessions, minutes will remain confidential even to MPs who will only be able to view them in a special room). 5) In contrast, SYRIZA and PASOK proposed that the session not be broadcast, but that the minutes be made public, except for references to national security issues which would be redacted at the presidium's discretion. Similarly, KKE requested publication of the minutes, except for those relating to military secrecy, with the decision to be made by the committee.",https://linkmix.co/11587870,44811,11081116
7/9/2022,"One day before his testimony to the PEGA committee, Th. Koukakis receives a phone call from K. Skoumas, then Chief of the Hellenic Police (ELAS), who informs him that he has signed an order to provide him with security detail, which Th. Koukakis rejects.",https://insidestory.gr/article/epimono-thyma,44811,a0302ec2
08/09/2022,"Ta Nea reveals that the Greek Intelligence Service (EYP) declared to the Authority for Communication Security and Privacy (ADAE) that it destroyed the surveillance files of Androulakis and Koukakis, despite the provision for their retention for two years. However, the newspaper itself raises legitimate questions with its front page, as it cites surveillance data on Spyros Sagias and Stelios Pitsiorlas regarding the PIMANA case and the Shipwreck in Zakynthos, a case dating from 2013 that continued for several months under the SYRIZA government.",https://www.libre.gr/2022/09/08/exelixi-me-erotimatika-i-eyp-dilose-st/,44812,94bda902
08/09/2022,"The investigative committee on wiretapping convened with the following agenda: List of witnesses and documents. Leaks: 1) KKE-PASOK-SYRIZA each proposed a list of witnesses, however New Democracy (ND) rejected them, leading to the walkout of SYRIZA-PASOK-MeRA25 from the session as a sign of protest. 2) Specifically, ND rejected as witnesses: The Prime Minister and four senior ministers, Grigoris Dimitriadis (hiding again behind excuses of confidentiality), journalist Thanasis Koukakis (surveillance victim), as well as the journalists who investigated the case. 3) New Democracy reportedly agrees to summon: Nikos Androulakis, Panagiotis Kontoleon, as well as the legal representatives of Intellexa company and Krikel company.",https://www.efsyn.gr/politiki/boyli/358396_hamos-stin-exetastiki-i-nd-krybei-mitsotaki-kai-dimitriadi-apohorisan-syriza,44812,39c317e0
08/09/2022,"The PEGA Committee of the European Parliament holds a hearing on the use of spyware in Greece, with participation from journalists T. Koukakis, S. Malichoudis, Eliza Triantafyllou (Inside Story), the Secretary General of the Ministry of Digital Governance Athanasios Staveris, the Secretary General of the Ministry of Justice Panos Alexandris, and the President of ADAE Ch. Rammos.",https://multimedia.europarl.europa.eu/el/webstreaming/event_20220908-0900-COMMITTEE-PEGA,44812,72134563
09/09/2022,"Christos Spirtzis files a criminal complaint with the Prosecutor of the Supreme Court, I. Doyiakos, following the discovery that he had been sent two SMS messages with infected content to compromise his mobile phone with Predator spyware.",https://www.spirtzis.gr/i-dilosi-meta-tin-katathesi-minytirias-anaforas-gia-tin-apopeira-pagidefsis-tou-kinitou-mou-me-to-logismiko-predator/,44813,dd5ee545
09/09/2022,Reporters Without Borders (RSF) condemns the scandalous exclusion of journalists from the Investigative Committee.,https://twitter.com/RSF_inter/status/1568252516738949121,44813,7500b768
10/09/2022,"Speech by Kyriakos Mitsotakis at the Thessaloniki International Fair. On the wiretapping case he states: ""[...] The government immediately assumed objective political responsibility. Through an Act of Legislative Content, it established additional judicial safeguards for EYP surveillance, while submitting specific proposals for changes to its operation. The matter is now in the hands of Justice and the responsibility of Parliament. However, be careful: the operation of the National Intelligence Service was, is, and will be even more valuable in the era ahead. Its action must be improved, not mired. And corrected, not cancelled.""",https://primeminister.gr/2022/09/10/30110,44814,688e68de
11/09/2022,Press conference by Kyriakos Mitsotakis at the Thessaloniki International Fair. The Prime Minister receives 3 questions regarding the wiretapping scandal.,https://linkmix.co/11554111,44815,0d5d4a68
12/09/2022,"The Board of Directors of the Athens Bar Association discussed during its session the issue that has arisen concerning the lifting of communication confidentiality. On 14/09, the decision, which was supported by a wide majority, is published.",https://www.dsa.gr/%CE%B4%CE%B5%CE%BB%CF%84%CE%AF%CE%B1-%CF%84%CF%8D%CF%80%CE%BF%CF%85/%CE%B1%CF%80%CE%BF%CF%86%CE%AC%CF%83%CE%B5%CE%B9%CF%82-%CE%B4%CF%83/%CE%B1%CF%80%CF%8C%CF%81%CF%81%CE%B7%CF%84%CE%BF-%CE%B5%CF%80%CE%B9%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%BD%CE%B9%CF%8E%CE%BD-%CE%B1%CE%BD%CE%AC%CE%B3%CE%BA%CE%B7-%CE%B1%CF%80%CF%8C%CE%B4%CE%BF%CF%83%CE%B7%CF%82-%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%8E%CE%BD-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CE%AC%CE%BB%CE%B7%CF%88%CE%B7%CF%82-%CE%B8%CE%B5%CF%83%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CF%80%CE%B1%CF%81%CE%B5%CE%BC%CE%B2,44816,76a39e28
12/9/2022,"A debate takes place in the European Parliament between MEPs, the EU Council and the Commission, on illegal surveillance and the use of Predator spyware in Greece.",https://multimedia.europarl.europa.eu/en/video/illegal-surveillance-and-predator-spyware-systems-in-greece-meps-debate_I229808,44816,d5d8abda
15/09/2022,"P. Kontoleon's testimony to the Investigative Committee is completed. Throughout his testimony, he refuses to answer certain questions, invoking confidentiality in EYP operations. This was preceded by the governmental majority's refusal to lift the confidentiality obligation.",https://linkmix.co/12056261,44819,78081df3
16/09/2022,"Through its intervention, the Hellenic Data Protection Authority (DPA) requests that mobile telephony companies preserve data related to the attempted compromise of N. Androulakis's mobile phone.",https://www.dpa.gr/sites/default/files/2022-09/prosorini%20diatagi%202_2022%20anonym.pdf,44820,89f24356
21/09/2022,"The Authority for Communication Security and Privacy (ADAE) sends a document to the Independent Authority for Public Revenue (AAΔE), requesting to be provided with tax data for Intellexa. Two months later and without responding to ADAE's repeated inquiries, AAΔE will appeal to the Legal Council of the State asking whether it is obliged to provide the requested information. The Legal Council of the State issues an opinion in April 2023 that AAΔE cannot invoke tax confidentiality against ADAE.",https://linkmix.co/18149095,44825,d468ce15
28/09/2022,"Jeroen Lenaers, chairman of the PEGA Committee established in the European Parliament to investigate the use of spyware in EU member states, sends a letter to Europol in which he states, among other things: ""There are concerns about the capacity and willingness of national authorities to investigate quickly and thoroughly. With every day that passes, the risk of evidence disappearing or being destroyed increases.""",https://twitter.com/Europarl_EL/status/1576866264030400512,44832,82cef9c9
29/09/2022,"According to tvxs, evidence reveals that G. Lavranos and F. Bitzios orchestrated the setup of Krikel, which was directed by the former with the support of the latter.",https://tvxs.gr/news/egrapsan-eipan/o-glabra%CC%81nos-pi%CC%81so-apo%CC%81-tin-krikel,44833,f112133f
05/10/2022,Th. Koukakis files a lawsuit with the Athens Prosecutor's Office against the shareholders and representatives of Intellexa.,https://twitter.com/nasoskook/status/1577545933822345216,44839,cb4c4887
5/10/2022,"New Democracy MP Kostas Tzavaras states: ""The case of Mr. Androulakis, leader of a party being monitored by the Greek Intelligence Service (EYP), is an extremely serious case of violation of the Constitution and the democratic regime. But what is striking and I cannot easily digest is how is it possible that a journalist trying to expose scandals or corruption in the banking sector is linked to the protection of national security. (...) all the democratic forces of the country together must defend the Constitution, individual rights and the rule of law. I believe that here we have taken the wrong path.""",https://www.efsyn.gr/politiki/kybernisi/361903_epimenei-sta-htypimata-kata-mitsotaki-gia-tis-ypoklopes-o-tzabaras,44839,6a879883
6/10/2022,N. Androulakis speaks at a meeting of the European Parliament's PEGA committee on the topic of exchange of views among Members of Parliament who have been targeted by surveillance software.,https://multimedia.europarl.europa.eu/en/webstreaming/pega-committee-meeting_20221006-0900-COMMITTEE-PEGA,44840,9f6962ad
10/10/2022,The reports of SYRIZA,https://linkmix.co/12023854,44844,ef727332
13/10/2022,"The Parliamentary Committee of Inquiry completes its work. The majority report, supported only by New Democracy, remains confidential and it is decided that it will be ratified after a public debate in Parliament.",https://linkmix.co/12055189,44847,1d44abb7
20/10/2022,"G. Dimitriadis wins the ""SLAPP Politician of the Year"" award from the Coalition Against SLAPPs in Europe (CASE), for the lawsuits he filed against the journalists who covered the wiretapping scandal.",https://twitter.com/CASECoalition/status/1583116841131864065,44854,95908829
20/10/2022,"New Democracy MP Olga Kefalogianni, during the conference ""Institutional and Legislative Challenges from the Wiretapping Affair,"" states: ""Clarification is needed, definition of the concept of national security, secondly a provision that will allow the person to whom the interception relates - if nothing emerges - to be able to learn that they were monitored and why, so that they can appeal to ADAE to be protected and thirdly, parliamentary oversight for cases of lifting of confidentiality concerning political figures, most likely with an amendment to the parliamentary regulations.""",https://www.news247.gr/politiki/olga-kefalogianni-na-pesei-apleto-fos-stis-ypoklopes-den-yparchei-aporrito.9822591.html,44854,ed40428e
24/10/2022,Journalist Tasos Telloglou reveals he was under surveillance during the period when he was investigating the wiretapping scandal. He also documents how MPs and ministers (former and current) are aware of the extent of the surveillance and avoid using conventional communication lines or carrying their mobile phones to sensitive meetings.,https://gr.boell.org/el/2022/10/24/se-synthikes-apolytis-monaxias,44858,b86775be
29/10/2022,"Ta Nea reports on an influence centre that had targeted serving ministers, ""photographing"" Michalis Chrysochoidis as one of them. They also describe surveillance of private individuals and businesspeople, some of whom allegedly had contracts with the State.",https://linkmix.co/12426267,44863,c9dce591
30/10/2022,"To Vima describes a nexus between Athens and Nicosia involving F. Bitzios, G. Dimitriadis, Alexandros Sinkas (Cypriot lawyer) and Tal Dilian (owner of Wispear, predecessor of Intellexa), who are alleged to have promoted Predator from Cyprus to Greece.",https://linkmix.co/12426177,44864,442b4395
31/10/2022,"Former Prime Minister and Leader of the Opposition Alexis Tsipras (SYRIZA) submits a parliamentary question to K. Mitsotakis regarding the wiretaps, titled: ""Elections with an active centre conducting surveillance of political opponents?"" K. Mitsotakis will not answer the question.",https://www.hellenicparliament.gr/UserFiles/c0d5184d-7550-4265-8e0b-078e1bc7375a/12118462.pdf,44865,1c8f04f2
2/11/2022,"A delegation from the European Parliament's PEGA committee, which was established to investigate the use of spyware in EU member states, arrives in Athens. According to the initial draft programme, the delegation would invite K. Mitsotakis, G. Dimitriadis, Ch. Spirtzis, F. Bitzios and G. Lavrano, among others, to meetings. In the end, the committee will meet with G. Gerapetritis, Yiannis Kefalogiannis (head of the parliamentary committee), N. Androulakis, Th. Koukakis, Ch. Spirtzis, Ch. Rammos (head of ADAE), and journalists Nikolas Leontopoulos (Reporters United), Tasos Telloglou (Inside Story), Nektaria Stamouli (Politico, AMPE), and Daphne Papadopoulou and Yiannis Soulioti (Kathimerini).",https://linkmix.co/12426500,44867,ac5553e3
4/11/2022,"The PEGA committee delegation concludes its meetings in Greece and Cyprus with a press conference. The committee's rapporteur, Sophie in 't Veld, states among other things: ""We leave with more questions than we had when we came. (...) The EYP files on Koukakis and Androulakis have been completely randomly destroyed. We invite the authorities to share the critical information."" The committee's chair, Jeroen Lenaers, states among other things: ""Only a few facts were revealed. (...) Not all those involved testified as witnesses. (...) We were surprised by the fact that there was no joint report but separate ones from each party."" After the press conference ends, ND MEP and PEGA member Eliza Vozemberg accuses the rapporteur of ""expressing personal assessments about the wiretapping scandal,"" a position that is characterised as offensive and causes strong displeasure among the other committee members.",https://linkmix.co/12466690,44869,345c84ad
4/11/2022,"Documento reveals that the president of PAE Aris, Theodoros Karypidis, was under surveillance via Predator, with the ultimate target being shipowner Vangelis Marinakis, as conversations between the two men had been intercepted.",https://www.documentonews.gr/article/skandalo-ypoklopon-to-maximoy-parakoloythoyse-ton-vaggeli-marinaki-meso-toy-thodori-karypidi/,44869,71108ccb
5/11/2022,"According to To Vima, ""'Circles' around Foreign Minister Nikos Dendias point out that it is inconceivable and dangerous to imply that the prime minister was monitoring the foreign minister.""",https://www.tovima.gr/2022/11/05/politics/kykloi-dendia-adianoito-kai-epikindyno-na-yponoeitai-oti-o-prothypourgos-parakolouthouse-ton-ypeks/,44870,d1e3214e
6/11/2022,"Documento reveals a list of politicians, businesspeople and journalists who were under surveillance via Predator: Antonis Samaras (former prime minister), Michalis Chrysochoidis (former Minister of Citizen Protection), Nikos Dendias (Minister of Foreign Affairs), Olga Gerovasili (former Minister of Citizen Protection), Christos Spirtzis (former Minister of Infrastructure and Transport), Adonis Georgiadis (Minister of Development and Investment), Eugenia Manolidou (wife of Georgiadis), Vassilis Kikilias (former Minister of Health), Jenny Balatsinou (wife of Kikilias), Olga Kefalogiannis (ND MP, former Minister of Tourism), Alexis Papachelas (director of Kathimerini), Lakis Lazopoulos (actor), Alexandros Diakopoulos (former National Security Advisor of Greece), Nikos Chardalias (Deputy Minister of National Defence), Christos Staikouras (Minister of Finance), Kostis Hatzidakis (Minister of Labour), Popi Kalaitzis (wife of Hatzidakis), Aristotelia Peloni (non-parliamentary deputy government spokesperson), Giorgos Patoulis (Regional Governor of Attica), Marina Patouli (wife of Patoulis), Dimitris Avramopoulos (former Minister of Health), Alexis Patelis (head of the prime minister's economic office), Nikos Androulakis (president of PASOK-Movement for Change), Theodoros Karypidis (president of PAE Aris, businessman, for surveillance of Vangelis Marinakis), Eirini Karypidi (businesswoman, sister of Karypidis, for surveillance of Vangelis Marinakis), Yiannis Kourtakis (publisher of Parapolitika newspaper, for surveillance of Vangelis Marinakis), Panos Kyriakopoulos (chairman and CEO of Star, for surveillance of the Vardinoyannis family), Panagiotis Bomis (CEO of DPG Digital Media, for surveillance of Dimitris Giannakopoulos), Panagiotis Arkoumaneas (former president of EODY), Eva Antonopoulou (wife of Arkoumaneas, journalist), Yiannis Rachovitsas (Deputy Chief of the Police Corps), Antonis Dellatolas (journalist), Thanasis Koukakis (journalist).",https://www.documentonews.gr/article/poioys-kai-giati-akoyge-to-systima-mitsotaki/#.Y2imYSVGLxI.twitter,44871,4305fd64
6/11/2022,"After the Panathinaikos-Olympiacos football match, Yiannis Vrentzos, member of the Board of Directors of Olympiacos and close associate of V. Marinakis, states: ""in the last three years a regime of lawlessness operated within the Government at the Maximos Mansion with Grigoris Dimitriadis as its head and other clandestine and illegal elements. Our tolerance of this lawlessness is over.""",https://www.sport24.gr/football/vrentzos-to-podosfairo-dioikeitai-apo-fasistiko-parakratos-protasi-moy-na-apochorisei-o-olympiakos-apo-to-protathlima.9822339.html,44871,d4b2fec0
7/11/2022,"In an interview with ANT1, K. Mitsotakis states (regarding Vretzou's statements): ""Some have confused their roles. They think they have a team and media outlets and can blackmail the government."" Olympiacos owner, and indirectly surveilled individual, Vangelis Marinakis responds: ""The Prime Minister with his interview acknowledged the existence of a surveillance network in Greece using the Predator malware, operated by specific circles. He denied his own involvement, of course. He couldn't do otherwise. However, his categorical denial is not enough. He owes concrete actions and moves (...) And references to blackmail, dictations, changes of positions and views do not concern us, do not suit us. Only those involved in extrajudicial surveillance and the underworld resort to such means.""",https://linkmix.co/12766167,44872,af1ecb7b
7/11/2022,"A. Tsipras submits to Parliament a second topical question to K. Mitsotakis regarding the wiretaps, entitled ""Were the 33 on the list appearing as targets of the Predator malware on an official EYP [Greek Intelligence Service] connection?"" K. Mitsotakis will not answer the question.",https://www.hellenicparliament.gr/UserFiles/c0d5184d-7550-4265-8e0b-078e1bc7375a/12126234.pdf,44872,f831abe2
8/11/2022,"PEGA committee rapporteur Sophie in 't Veld presents the draft findings on the surveillance. Among other things she states: ""There you cannot say that there is, let's say, a consciously authoritarian system, but in Greece we see signs - if all this is confirmed of course, because we must say this all the time, we must keep this reservation - that [spyware] is being used, let's say, in a very systematic and large-scale way, clearly as part of a political strategy. (...) the most worrying thing in Cyprus is that it serves as a hub for spyware exports (...) all [governments] use the cloak of 'national security' to create a space of lawlessness. (...) We know that spyware is mainly sold to governments. Occasionally it is also sold to private individuals, but they must be very wealthy, because these things are incredibly expensive. (...) the hypothesis I have heard about a private individual or a foreigner [in Greece] does not seem particularly plausible to me.""",https://insidestory.gr/article/perimeno-apo-tis-eyropaikes-kyverniseis-na-ferthoyn-dimokratika,44873,e6c2b8df
9/11/2022,"In response to POESY and other journalistic unions, which expressed serious concern about the inclusion of journalists on lists of persons whose communications are being intercepted, the President of the Republic states: ""Regarding the issue of telephone surveillance, I have stated my position in principle and clearly, within the framework of my constitutional competences. The investigation of the case is now before the judicial authorities.""",https://www.news247.gr/politiki/i-apantisi-tis-sakellaropoyloy-stin-poesy-gia-tis-ypoklopes-echo-topothetithei-me-safineia.9832613.html,44874,c56784d2
10/11/2022,"Olga Gerovasili files a lawsuit against all responsible parties with Supreme Court Prosecutor I. Ntogiakos, following Documento's revelation regarding her surveillance.",https://www.efsyn.gr/politiki/antipoliteysi/366429_ston-areio-pago-i-olga-gerobasili-katethese-minysi-gia-tin,44875,4eea2689
11/11/2022,"One week before the trial of G. Dimitriadis's lawsuit against journalists, the Reporters United website suffers a ""spear phishing"" attack that includes the creation of a fake website, the invention of a non-existent international journalist, and access to Reporters United's tax data that only AADE [Independent Authority for Public Revenue] knows.",https://www.reportersunited.gr/10098/reporters-united-dave-woods-ypoklopes/,44876,96ca6155
12/11/2022,"In a meeting with journalists from Reporters United and Efimerida ton Syntakton, G. Lavranos says he had met once, years ago, with K. Mitsotakis, before the latter was elected leader of New Democracy, through the mediation of G. Dimitriadis. He also admits that he collaborates with Krikel and has an interest in the company ""doing well"". The report reveals that the Hellenic Police (ELAS) has provided police protection to G. Lavranos, although according to his own statement, he has had no business in Greece since 2012. It is also revealed that G. Dimitriadis is the godfather of Kyriakos Pierrakakis's child (Minister of Digital Governance). K. Pierrakakis has a close relationship with G. Lavranos, continuing to communicate even after August 2022, while K. Pierrakakis had visited G. Lavranos's office while he was a minister. The report reveals that G. Lavranos also had relations with former Minister of Interior (under SYRIZA) Nikos Toskas, as during his tenure a contract was signed between the State and Krikel, while N. Toskas's son worked at Krikel between 6/2020-6/2021. The report also reveals a fake identity in the name of Gianni Berti, which bears G. Lavranos's photograph.",https://linkmix.co/12766475,44877,ce0d41ae
